客户号,客户姓名,证件号码,年龄,性别,婚姻状态,教育程度,职业类别,户籍,居住类型,车辆情况,保险缴纳,工作年限,个人年收入,信贷情况
0000999993893144,仇茄,410423****09216572,27,女,已婚,大专,私营企业,河南,租房,无,无,7,6520447,正在偿还
0000999993893155,闻蓝,516189****11064070,32,女,已婚,大专,个体户,四川,自购房,有,有,12,6520447,正常还款
0000999993893166,曾烫,466530****06177985,42,男,未婚,大专,私营企业,海南,租房,无,无,22,6520447,正在偿还
0000999993893177,乔脚,500030****11221115,34,男,未婚,本科,私营企业,重庆,租房,无,有,11,6520447,现在没有贷款
0000999993893188,刁矩,639921****04279556,34,男,未婚,本科,私营企业,青海,租房,无,无,11,6546000,正在偿还
0000999993893199,庾直,623025****06295483,23,男,已婚,本科,外资企业,甘肃,自购房,有,有,0,6546000,现在没有贷款
0000999993893202,司系,333855****12301855,34,男,未婚,本科,个体户,浙江,租房,无,无,11,6546000,现在没有贷款
0000999993893213,王饶,362390****10051991,48,男,未婚,本科,外资企业,江西,租房,无,无,25,6546000,现在没有贷款
0000999993893224,竺仔,135641****10023385,54,男,离异,本科,私营企业,河北,自购房,有,有,31,6546000,现在没有贷款
0000999993893235,扶叛,533016****03307890,73,女,未婚,本科,私营企业,贵州,租房,有,无,50,6546000,现在没有贷款
0000999993893246,金墓,223094****07142240,23,男,已婚,高中,其他企业,吉林,自购房,有,有,5,6546000,现在没有贷款
0000999993893257,方笨,370936****09106751,23,男,未婚,高中,私营企业,山东,租房,无,无,5,6546000,现在没有贷款
0000999993893268,那彰,519566****01097484,55,女,未婚,本科,私营企业,四川,自购房,有,有,32,6546000,现在没有贷款
0000999993893279,何侵,644938****08099493,27,女,已婚,大专,国有企业,宁夏,租房,无,无,7,6626058,正在偿还
0000999993893280,纪老,635120****04034651,24,女,已婚,高中,外资企业,青海,租房,无,无,6,6626058,正常还款
0000999993893291,窦褂,336741****02107930,29,男,未婚,大专,私营企业,浙江,租房,无,无,9,6626058,正在偿还
0000999993893304,卞捕,114242****01115719,29,男,未婚,大专,私营企业,北京,租房,无,无,9,6626058,现在没有贷款
0000999993893315,郁咎,237632****05207979,30,男,未婚,大专,外资企业,黑龙江,租房,无,无,10,6626058,正在偿还
0000999993893326,安芭,110993****04069303,30,男,未婚,高中,私营企业,北京,租房,无,无,12,6626058,正在偿还
0000999993893337,施梁,210403****11188074,28,男,未婚,高中,外资企业,辽宁,租房,无,无,10,6626058,正常还款
0000999993893348,柯颖,362365****12092491,36,女,未婚,初中及以下,个体户,江西,租房,无,无,15,6626058,正在偿还
0000999993893359,印擞,448677****09237390,28,女,未婚,大专,其他企业,广东,租房,无,无,8,6626058,现在没有贷款
0000999993893360,单淖,500945****02145516,27,女,未婚,大专,外资企业,重庆,租房,无,无,7,6749000,现在没有贷款
0000999993893371,车交,445334****03275336,35,女,未婚,高中,其他企业,广东,自购房,有,有,17,6749000,现在没有贷款
0000999993893382,柴梢,353194****03270596,53,男,离异,高中,私营企业,福建,租房,无,无,35,6749000,现在没有贷款
0000999993893393,宋绞,523493****10042707,29,男,未婚,大专,其他企业,贵州,租房,无,无,9,6749000,现在没有贷款
0000999993893406,康疾,463277****10023301,29,男,未婚,大专,私营企业,海南,自购房,有,有,9,6749000,现在没有贷款
0000999993893417,乔佣,147141****03047696,26,女,已婚,本科,私营企业,山西,租房,无,无,3,6749000,现在没有贷款
0000999993893428,荣毯,518981****04304818,50,男,未婚,大专,私营企业,四川,自购房,有,有,30,6749000,现在没有贷款
0000999993893439,历客,369613****05132349,30,男,未婚,初中及以下,私营企业,江西,租房,无,无,19,6749000,现在没有贷款
0000999993893440,都菲,332652****04180746,25,女,未婚,大专,私营企业,浙江,自购房,有,有,5,6749000,现在没有贷款
0000999993893451,印笆,468649****08104734,34,男,未婚,本科,私营企业,海南,自购房,有,有,11,6950000,正常还款
0000999993893462,通在,227658****01310823,33,男,未婚,本科,外资企业,吉林,租房,无,无,10,6950000,正在偿还
0000999993893473,孔得,216483****02056308,27,男,未婚,本科,私营企业,辽宁,租房,无,无,4,6950000,现在没有贷款
0000999993893484,却壹,229902****10017250,28,男,未婚,硕士及以上,其他企业,吉林,租房,无,无,3,6950000,正在偿还
0000999993893495,祖赋,443183****11234992,35,男,已婚,本科,私营企业,广东,租房,无,无,12,6950000,正在偿还
0000999993893508,须视,357258****07143861,52,女,已婚,本科,外资企业,福建,租房,无,无,29,6950000,正常还款
0000999993893519,傅绿,140023****07065594,33,男,未婚,本科,其他企业,山西,租房,无,无,10,6950000,正在偿还
0000999993893520,赵晃,620752****07084591,45,男,已婚,本科,私营企业,甘肃,自购房,有,有,22,6950000,现在没有贷款
0000999993893531,郎挡,448531****03145936,50,男,未婚,本科,外资企业,广东,租房,无,无,27,6950000,现在没有贷款
0000999993893542,颜辽,371074****02077138,29,男,未婚,高中,私营企业,山东,租房,无,无,11,7003000,现在没有贷款
0000999993893553,云擦,340411****10061044,29,女,未婚,初中及以下,个体户,安徽,租房,无,无,15,7003000,现在没有贷款
0000999993893564,褚痹,465081****05290363,26,女,已婚,本科,国有企业,海南,租房,无,无,3,7003000,现在没有贷款
0000999993893575,惠韶,548780****05103620,30,男,未婚,初中及以下,其他企业,广东,租房,无,无,19,7003000,现在没有贷款
0000999993893586,纪卤,642158****02219921,25,男,未婚,大专,私营企业,宁夏,租房,无,无,5,7003000,正在偿还
0000999993893597,房雌,132193****09132144,29,男,未婚,大专,私营企业,河北,租房,无,无,9,7003000,正在偿还
0000999993893609,管晓,461589****06306912,33,男,未婚,本科,外资企业,海南,租房,无,无,10,7003000,正在偿还
0000999993893610,傅恿,153279****06281791,33,男,未婚,本科,个体户,内蒙古,自购房,有,有,10,7003000,正在偿还
0000999993893621,阮萄,445268****06054792,27,男,已婚,硕士及以上,私营企业,广东,租房,无,无,2,7003000,正在偿还
0000999993893632,赵高,653445****06264140,33,女,未婚,本科,外资企业,广东,租房,无,无,10,7006000,正常还款
0000999993893643,屈沙,611019****04142681,41,女,离异,本科,私营企业,陕西,自购房,有,有,18,7006000,正在偿还
0000999993893654,白罢,612624****08114522,44,女,已婚,本科,私营企业,陕西,租房,无,有,21,7006000,现在没有贷款
0000999993893665,芮潦,454256****01111010,46,男,已婚,大专,国有企业,广西,自购房,有,有,26,7006000,正在偿还
0000999993893676,濮好,515035****10315504,33,男,未婚,本科,私营企业,四川,租房,无,无,10,7006000,正常还款
0000999993893687,山称,136024****08117568,33,男,未婚,本科,个体户,河北,租房,无,无,10,7006000,正在偿还
0000999993893698,索自,625887****02214531,27,女,未婚,硕士及以上,其他企业,甘肃,租房,无,无,2,7006000,现在没有贷款
0000999993893701,巩咐,116954****01068026,33,男,已婚,本科,个体户,北京,租房,无,无,10,7006000,正在偿还
0000999993893712,白愿,432466****09269217,36,女,未婚,本科,私营企业,湖南,自购房,有,有,13,7006000,正在偿还
0000999993893723,仰铀,128517****06260878,29,男,未婚,初中及以下,私营企业,天津,租房,无,无,18,7008000,还在拖欠
0000999993893734,施老,512900****02038861,54,女,离异,大专,国有企业,四川,租房,无,无,34,7142000,正在偿还
0000999993893745,都褂,529704****06295766,64,男,已婚,本科,其他企业,上海,租房,无,有,41,7142000,现在没有贷款
0000999993893756,查纸,463947****10206028,29,男,未婚,大专,私营企业,海南,租房,无,无,9,7142000,现在没有贷款
0000999993893767,伍洗,504316****08157031,65,男,已婚,大专,私营企业,重庆,自购房,有,有,45,7142000,现在没有贷款
0000999993893778,郑雀,500027****02259714,33,男,未婚,本科,私营企业,重庆,租房,无,有,10,7142000,现在没有贷款
0000999993893789,苗寥,511669****07230089,29,男,未婚,大专,外资企业,四川,租房,无,无,9,7142000,现在没有贷款
0000999993893790,钟捅,339334****11269970,36,男,已婚,本科,个体户,浙江,租房,无,有,13,7142000,现在没有贷款
0000999993893803,彭空,317881****03056200,47,男,离异,本科,私营企业,上海,自购房,有,有,24,7142000,现在没有贷款
0000999993893814,谭姨,118491****01149489,48,男,已婚,高中,外资企业,北京,租房,无,无,30,7142000,现在没有贷款
0000999993893825,华沽,650976****04118837,26,男,未婚,高中,私营企业,广东,租房,无,无,8,7200000,逾期还款
0000999993893836,梁惫,232328****07047343,40,女,未婚,本科,个体户,黑龙江,租房,无,有,17,7229000,现在没有贷款
0000999993893847,范战,411275****11260218,50,男,未婚,本科,私营企业,河南,租房,无,有,27,7229000,正在偿还
0000999993893858,卜瓮,369991****03084872,33,男,未婚,本科,私营企业,江西,租房,无,有,10,7229000,正常还款
0000999993893869,石想,225030****01215032,33,女,未婚,本科,私营企业,吉林,租房,无,有,10,7229000,正在偿还
0000999993893870,卞腾,618864****06093229,51,女,已婚,本科,私营企业,陕西,租房,无,有,28,7229000,现在没有贷款
0000999993893881,花寺,321388****10317223,33,女,未婚,本科,个体户,江苏,租房,无,有,10,7229000,正在偿还
0000999993893892,祖菲,319520****02189684,38,男,未婚,大专,私营企业,上海,租房,无,无,18,7229000,现在没有贷款
0000999993893905,卢笆,210997****10034987,29,男,未婚,大专,其他企业,辽宁,租房,无,无,9,7229000,现在没有贷款
0000999993893916,米未,131872****08154760,36,女,未婚,本科,个体户,河北,租房,无,有,13,7229000,现在没有贷款
0000999993893927,燕浦,345685****09054435,32,男,未婚,本科,私营企业,安徽,租房,无,有,9,7350000,现在没有贷款
0000999993893938,马口,520993****08269757,27,男,未婚,初中及以下,私营企业,上海,租房,无,无,24,7350000,现在没有贷款
0000999993893949,束难,315172****07209369,63,男,已婚,硕士及以上,私营企业,上海,租房,无,有,38,7350000,现在没有贷款
0000999993893950,冉香,503849****09223707,29,男,未婚,大专,私营企业,重庆,租房,无,无,9,7350000,现在没有贷款
0000999993893961,后适,521561****05136797,32,男,未婚,本科,个体户,上海,自购房,有,有,9,7350000,现在没有贷款
0000999993893972,贡慌,524799****04191394,27,男,未婚,初中及以下,私营企业,上海,自购房,有,有,8,7350000,正在偿还
0000999993893983,溥鹤,516991****10273775,30,男,未婚,初中及以下,个体户,四川,租房,无,无,17,7350000,正常还款
0000999993893994,昌寻,340032****07315068,27,男,未婚,初中及以下,私营企业,安徽,租房,无,无,18,7350000,正在偿还
0000999993894002,冷舜,613460****01237215,32,男,未婚,本科,私营企业,陕西,租房,无,有,9,7350000,现在没有贷款
0000999993894013,韩哪,455848****08241895,30,男,未婚,大专,国有企业,广西,租房,无,无,10,7700000,还在拖欠
0000999993894024,吴邑,366525****08254562,32,男,未婚,大专,私营企业,江西,租房,无,无,12,7700000,还在拖欠
0000999993894035,龙醚,507632****01235252,30,男,未婚,高中,外资企业,重庆,租房,无,无,12,7700000,还在拖欠
0000999993894046,池鹿,646849****01011302,28,女,未婚,初中及以下,个体户,宁夏,租房,无,无,23,7962400,现在没有贷款
0000999993894057,薛诳,611319****11210465,28,女,已婚,初中及以下,个体户,陕西,租房,无,无,24,7962400,现在没有贷款
0000999993894068,成用,528126****02231539,29,男,未婚,初中及以下,个体户,上海,租房,无,无,18,7962400,正常还款
0000999993894079,谢胖,350722****07151077,30,女,已婚,本科,私营企业,福建,自购房,有,有,7,7962400,正在偿还
0000999993894080,季就,156897****01299608,31,男,未婚,本科,私营企业,内蒙古,租房,无,有,8,7962400,现在没有贷款
0000999993894091,昌费,155433****06235469,34,女,未婚,高中,私营企业,内蒙古,自购房,有,有,16,7962400,正在偿还
0000999993894104,滕进,610494****01236764,35,男,已婚,高中,私营企业,陕西,租房,无,无,17,7962400,正在偿还
0000999993894115,庞底,342478****05046758,28,男,未婚,硕士及以上,私营企业,安徽,租房,无,有,3,7962400,正常还款
0000999993894126,米良,230943****08202404,27,男,已婚,本科,私营企业,黑龙江,租房,无,有,4,7962400,正在偿还
0000999993894137,计不,507860****04094435,38,男,未婚,本科,个体户,重庆,租房,无,有,15,8000000,现在没有贷款
0000999993894148,时蔽,658911****05317531,43,男,离异,本科,私营企业,新疆,租房,无,有,20,8000000,现在没有贷款
0000999993894159,卓梢,425550****03273893,50,女,已婚,本科,私营企业,湖北,租房,无,有,27,8000000,现在没有贷款
0000999993894160,何轮,445496****11213531,32,男,未婚,本科,私营企业,广东,租房,无,有,9,8000000,正在偿还
0000999993894171,宁换,379440****05113401,22,男,未婚,本科,外资企业,山东,租房,无,有,0,8000000,正常还款
0000999993894182,向窍,343453****12222518,31,女,已婚,本科,私营企业,安徽,租房,无,有,8,8000000,正在偿还
0000999993894193,习溉,129878****04186921,32,男,未婚,本科,其他企业,天津,租房,无,有,9,8000000,现在没有贷款
0000999993894206,惠钒,523640****11076641,62,男,已婚,大专,私营企业,上海,租房,无,无,42,8000000,正在偿还
0000999993894217,荆隙,649293****03125704,61,男,已婚,大专,外资企业,宁夏,自购房,有,有,41,8000000,正常还款
0000999993894228,燕群,134839****10312515,32,男,未婚,本科,私营企业,河北,自购房,有,有,9,8000000,正在偿还
0000999993894239,司酵,610910****02245398,28,男,未婚,大专,私营企业,陕西,租房,无,无,8,8000000,现在没有贷款
0000999993894240,欧灯,354141****02031356,37,男,已婚,本科,私营企业,福建,租房,无,有,14,8000000,正在偿还
0000999993894251,卓偈,442241****11195111,38,男,未婚,大专,私营企业,广东,租房,无,无,18,8000000,正在偿还
0000999993894262,扶才,646581****06274156,32,男,未婚,本科,私营企业,宁夏,租房,无,有,9,8000000,正常还款
0000999993894273,衡孜,633579****01057622,32,男,未婚,本科,其他企业,青海,租房,无,有,9,8000000,正在偿还
0000999993894284,谢负,352417****07168724,32,男,未婚,本科,外资企业,福建,租房,无,有,9,8000000,现在没有贷款
0000999993894295,沈詹,226228****10129336,32,男,未婚,本科,私营企业,吉林,自购房,有,有,9,8000000,现在没有贷款
0000999993894308,濮耘,334402****08150593,27,男,已婚,本科,外资企业,浙江,租房,无,有,4,8000000,现在没有贷款
0000999993894319,黄郎,436488****07148747,30,女,未婚,本科,外资企业,湖南,租房,无,有,7,8000000,现在没有贷款
0000999993894320,蒋雇,235784****11303706,32,男,未婚,硕士及以上,其他企业,黑龙江,租房,无,有,7,8000000,现在没有贷款
0000999993894331,柳膊,343623****08220445,34,男,已婚,本科,私营企业,安徽,租房,无,有,11,8000000,现在没有贷款
0000999993894342,蔡酒,320691****05300454,31,男,未婚,本科,私营企业,江苏,自购房,有,有,8,8000000,现在没有贷款
0000999993894353,苗傲,373588****09224215,32,男,未婚,本科,私营企业,山东,租房,无,有,9,8000000,正在偿还
0000999993894364,施谠,527334****04050741,35,男,已婚,大专,其他企业,上海,租房,无,无,15,8000000,正常还款
0000999993894375,井曝,378426****12210701,27,男,未婚,本科,外资企业,山东,租房,无,有,4,8000000,正在偿还
0000999993894386,季勘,629143****07289078,40,女,未婚,硕士及以上,其他企业,甘肃,租房,无,有,15,8000000,现在没有贷款
0000999993894397,单材,138300****02104586,29,男,未婚,本科,个体户,河北,租房,无,有,6,8000000,正在偿还
0000999993894400,阳战,446120****12109700,29,女,已婚,本科,个体户,广东,租房,无,有,6,8000000,现在没有贷款
0000999993894411,翁瘟,110267****01011224,30,男,已婚,本科,私营企业,北京,租房,无,有,7,8000000,现在没有贷款
0000999993894422,焦光,634754****04134214,31,男,未婚,本科,外资企业,青海,租房,无,有,8,8114400,现在没有贷款
0000999993894433,金闻,212539****06169000,32,女,未婚,硕士及以上,私营企业,辽宁,租房,无,有,7,8114400,现在没有贷款
0000999993894444,韶氨,144798****05196494,62,男,未婚,本科,个体户,山西,自购房,有,有,39,8114400,现在没有贷款
0000999993894455,胡淘,467997****09080723,63,女,离异,本科,个体户,海南,自购房,有,有,40,8114400,现在没有贷款
0000999993894466,梁思,366233****02269459,25,男,未婚,大专,私营企业,江西,租房,无,无,5,8114400,现在没有贷款
0000999993894477,别咐,647516****04187792,31,男,未婚,本科,个体户,宁夏,租房,无,有,8,8114400,现在没有贷款
0000999993894488,伊蹦,542043****07109620,50,男,未婚,初中及以下,私营企业,西藏,自购房,有,有,12,8400000,正在偿还
0000999993894499,胥赵,136270****12050091,27,女,已婚,本科,外资企业,河北,自购房,有,有,4,8400000,正常还款
0000999993894502,简犊,122487****02148411,78,女,已婚,本科,私营企业,天津,租房,有,有,50,8400000,现在没有贷款
0000999993894513,屠腋,637651****10100932,29,男,未婚,大专,其他企业,青海,租房,无,无,9,8400000,正在偿还
0000999993894524,祖安,502975****03112985,28,男,未婚,高中,私营企业,重庆,租房,无,无,10,8400000,正在偿还
0000999993894535,邹鞠,438544****05296932,60,男,已婚,大专,私营企业,湖南,自购房,有,有,40,8400000,正常还款
0000999993894546,欧酚,370931****10209644,25,男,未婚,大专,外资企业,山东,自购房,有,有,5,8400000,正在偿还
0000999993894557,赵越,610850****01125325,27,男,离异,高中,私营企业,陕西,租房,无,无,9,8400000,现在没有贷款
0000999993894568,姚痛,218935****12097515,29,女,未婚,大专,私营企业,辽宁,租房,无,无,9,8400000,现在没有贷款
0000999993894579,尤聘,233873****12017446,38,男,离异,本科,私营企业,黑龙江,租房,无,有,15,8400000,现在没有贷款
0000999993894580,云粟,356988****12065781,44,男,未婚,大专,私营企业,福建,自购房,有,有,24,8400000,现在没有贷款
0000999993894591,齐木,513918****07108091,74,男,已婚,初中及以下,私营企业,四川,租房,无,无,12,8400000,现在没有贷款
0000999993894603,杭杏,153937****01097262,33,女,未婚,高中,私营企业,内蒙古,租房,无,无,15,8400000,现在没有贷款
0000999993894614,乐了,653702****07144586,25,男,未婚,大专,私营企业,新疆,租房,无,无,5,8400000,现在没有贷款
0000999993894625,韦莱,507123****06080079,25,男,已婚,高中,私营企业,重庆,自购房,有,有,7,8400000,现在没有贷款
0000999993894636,暴梅,509011****04067328,27,男,未婚,本科,私营企业,重庆,自购房,有,有,4,8400000,现在没有贷款
0000999993894647,万咏,360401****07128989,35,男,未婚,大专,外资企业,江西,租房,无,无,15,8400000,正常还款
0000999993894658,汪趟,421734****06226914,42,男,已婚,大专,其他企业,湖北,租房,无,无,22,8400000,正在偿还
0000999993894669,翁囟,622414****08188264,46,女,未婚,大专,其他企业,甘肃,租房,无,无,26,8400000,现在没有贷款
0000999993894670,穆哨,218643****10171982,31,男,未婚,本科,个体户,辽宁,租房,无,有,8,8400000,正常还款
0000999993894681,云跋,633041****11145824,26,男,已婚,本科,私营企业,青海,租房,无,有,3,8400000,正在偿还
0000999993894692,杭缕,367692****12318201,31,男,已婚,大专,国有企业,江西,租房,无,无,11,8400000,现在没有贷款
0000999993894705,阳航,440707****12190192,28,男,未婚,初中及以下,个体户,广东,租房,无,无,23,8400000,现在没有贷款
0000999993894716,荀才,444246****02094516,37,男,未婚,本科,私营企业,广东,租房,无,有,14,8400000,现在没有贷款
0000999993894727,祖阎,377767****08039387,22,男,未婚,大专,国有企业,山东,自购房,有,有,2,8400000,现在没有贷款
0000999993894738,耿赏,325139****09178208,29,男,未婚,大专,私营企业,江苏,租房,无,无,9,8400000,现在没有贷款
0000999993894749,白滦,323774****09145527,32,男,未婚,高中,外资企业,江苏,租房,无,无,14,8400000,现在没有贷款
0000999993894750,边坏,640382****12224197,45,男,已婚,本科,私营企业,宁夏,租房,无,有,22,8400515,正在偿还
0000999993894761,钱鞘,422962****03201975,31,男,未婚,本科,外资企业,湖北,租房,无,有,8,8400515,正在偿还
0000999993894772,桑孤,126775****04194036,28,男,已婚,本科,私营企业,天津,自购房,有,有,5,8400515,正在偿还
0000999993894783,赖刚,330548****01097674,27,男,已婚,本科,私营企业,浙江,租房,无,有,4,8400515,正在偿还
0000999993894794,史习,139909****05214330,26,男,未婚,本科,外资企业,河北,租房,无,有,3,8400515,正在偿还
0000999993894807,彭却,651855****01228028,28,男,未婚,硕士及以上,国有企业,新疆,租房,无,有,3,8400515,正常还款
0000999993894818,孙椭,632922****07084242,31,男,未婚,本科,私营企业,青海,租房,无,有,8,8400515,正在偿还
0000999993894829,鲁乒,145430****06069926,31,男,未婚,本科,私营企业,山西,租房,无,有,8,8400515,现在没有贷款
0000999993894830,梅蚁,530370****09011381,27,男,已婚,硕士及以上,其他企业,上海,自购房,有,有,2,8400515,正在偿还
0000999993894841,苏娜,129879****10271588,26,女,未婚,初中及以下,私营企业,天津,租房,无,无,17,8624000,还在拖欠
0000999993894852,卫虐,422745****10272664,30,男,已婚,硕士及以上,私营企业,湖北,租房,无,有,5,8640000,正在偿还
0000999993894863,邵贝,652615****11240379,36,女,已婚,本科,国有企业,新疆,租房,无,有,13,8640000,现在没有贷款
0000999993894874,许崭,158283****10073328,33,男,未婚,本科,国有企业,内蒙古,自购房,有,有,10,8640000,正在偿还
0000999993894885,薛韧,337531****12232302,35,男,未婚,本科,私营企业,浙江,租房,无,有,12,8640000,正在偿还
0000999993894896,莫烂,315995****03236520,35,男,已婚,本科,外资企业,上海,租房,无,有,12,8640000,正常还款
0000999993894909,卞骨,516723****05161269,37,男,未婚,硕士及以上,私营企业,四川,租房,无,有,12,8700000,正在偿还
0000999993894910,王烤,366750****09200894,67,女,未婚,硕士及以上,其他企业,江西,租房,无,有,42,8700000,现在没有贷款
0000999993894921,夏肝,430789****07203427,31,女,未婚,本科,个体户,湖南,租房,无,有,8,8700000,现在没有贷款
0000999993894932,祖姆,361816****11153573,31,男,未婚,本科,外资企业,江西,自购房,有,有,8,8700000,现在没有贷款
0000999993894943,林大,434651****12143437,38,男,已婚,本科,个体户,湖南,租房,无,有,15,8700000,现在没有贷款
0000999993894954,谈疵,149792****08259218,29,男,未婚,大专,私营企业,山西,租房,无,无,9,8700000,现在没有贷款
0000999993894965,龙躺,621369****10267765,49,男,未婚,本科,外资企业,甘肃,租房,无,有,26,8700000,现在没有贷款
0000999993894976,谷磐,500584****02011278,31,男,未婚,本科,私营企业,重庆,自购房,有,有,8,8700000,现在没有贷款
0000999993894987,籍静,144714****06232408,26,女,已婚,本科,私营企业,山西,自购房,有,有,3,8700000,现在没有贷款
0000999993894998,厍势,413615****01073609,28,男,未婚,高中,外资企业,河南,租房,无,无,10,9000000,现在没有贷款
0000999993895006,怀豢,463948****09122827,31,男,未婚,本科,其他企业,海南,租房,无,有,8,9000000,现在没有贷款
0000999993895017,仲阂,366177****02048065,29,男,未婚,大专,私营企业,江西,租房,无,无,9,9000000,正在偿还
0000999993895028,孔邑,446759****03087402,29,女,未婚,大专,其他企业,广东,自购房,有,有,9,9000000,正常还款
0000999993895039,耿吮,141426****07035169,30,男,未婚,初中及以下,私营企业,山西,自购房,有,有,7,9000000,正在偿还
0000999993895040,聂醒,659175****10301766,31,男,未婚,本科,私营企业,新疆,租房,无,有,8,9000000,现在没有贷款
0000999993895051,卫潞,213477****09100194,31,男,未婚,本科,私营企业,辽宁,租房,无,有,8,9000000,正在偿还
0000999993895062,冯奖,646690****10053483,29,男,未婚,大专,私营企业,宁夏,租房,无,无,9,9000000,现在没有贷款
0000999993895073,艾兜,546997****07223886,29,男,未婚,大专,私营企业,广东,租房,无,无,9,9000000,现在没有贷款
0000999993895084,那谂,343934****02223907,25,男,离异,初中及以下,私营企业,安徽,自购房,有,有,17,9000000,现在没有贷款
0000999993895095,薛话,143451****06038335,27,女,未婚,本科,个体户,山西,租房,无,有,4,9000000,现在没有贷款
0000999993895108,勾自,350637****09021252,27,男,已婚,本科,个体户,福建,租房,无,有,4,9000000,现在没有贷款
0000999993895119,韩旨,516121****02124810,27,男,已婚,大专,私营企业,四川,自购房,有,有,7,9000000,现在没有贷款
0000999993895120,阮美,126895****06244241,29,男,未婚,高中,私营企业,天津,租房,无,无,11,9000000,现在没有贷款
0000999993895131,彭寄,215386****08209853,35,男,离异,本科,私营企业,辽宁,租房,无,有,12,9000000,现在没有贷款
0000999993895142,孟翟,514653****05287078,31,男,未婚,本科,私营企业,四川,租房,无,有,8,9000000,正在偿还
0000999993895153,崔两,147723****07305042,22,男,未婚,大专,其他企业,山西,租房,无,无,2,9000000,正常还款
0000999993895164,齐扯,311175****01155740,28,男,已婚,本科,个体户,上海,租房,无,有,5,9000000,正在偿还
0000999993895175,陶呢,508499****12118911,35,男,已婚,本科,私营企业,重庆,租房,无,有,12,9015000,现在没有贷款
0000999993895186,缪滞,524101****12148881,35,男,未婚,大专,私营企业,上海,租房,无,无,15,9015000,正在偿还
0000999993895197,索纹,413397****04121698,36,男,已婚,本科,私营企业,河南,租房,无,有,13,9015000,正在偿还
0000999993895200,吉巧,359426****04054656,36,男,未婚,大专,私营企业,福建,租房,无,无,16,9015000,正常还款
0000999993895211,仲罕,413138****02152327,44,男,已婚,本科,私营企业,河南,租房,无,有,21,9015000,正在偿还
0000999993895222,沈灿,340439****08129909,31,男,未婚,初中及以下,私营企业,安徽,租房,无,无,21,9200000,逾期还款
0000999993895233,龙肿,532703****05180327,21,男,未婚,大专,私营企业,上海,租房,无,无,1,10000000,现在没有贷款
0000999993895244,郦霞,113375****05042883,62,男,未婚,本科,个体户,北京,租房,无,有,39,10000000,现在没有贷款
0000999993895255,荆耙,345572****03195198,66,女,未婚,本科,私营企业,安徽,租房,无,有,43,10000000,现在没有贷款
0000999993895266,逄退,348125****06075920,28,男,未婚,硕士及以上,私营企业,安徽,租房,无,有,3,10000000,现在没有贷款
0000999993895277,强道,545008****05141267,31,女,未婚,本科,国有企业,广东,租房,无,有,8,10000000,现在没有贷款
0000999993895288,卓欠,655651****09040009,31,男,未婚,本科,私营企业,广东,租房,无,有,8,10000000,现在没有贷款
0000999993895299,辛抠,541820****08233349,37,女,未婚,本科,私营企业,广东,租房,无,有,14,10000000,现在没有贷款
0000999993895302,劳覆,125657****11285941,38,男,已婚,本科,私营企业,天津,租房,无,有,15,10000000,现在没有贷款
0000999993895313,庾平,649339****03319425,31,男,未婚,本科,私营企业,宁夏,自购房,有,有,8,10000000,现在没有贷款
0000999993895324,魏局,520279****12075377,28,男,未婚,本科,私营企业,上海,自购房,有,有,5,10000000,正常还款
0000999993895335,容谙,629402****02142920,44,男,离异,大专,外资企业,甘肃,自购房,有,有,24,10000000,正在偿还
0000999993895346,却俜,413239****06155644,58,男,已婚,硕士及以上,其他企业,河南,自购房,有,有,33,10000000,现在没有贷款
0000999993895357,卜偶,459044****05101986,31,男,未婚,本科,其他企业,广西,租房,无,有,8,10000000,正在偿还
0000999993895368,冯纠,214953****11148672,28,男,未婚,大专,外资企业,辽宁,自购房,有,有,8,10000000,正在偿还
0000999993895379,俞庇,517876****11272124,28,男,未婚,大专,私营企业,四川,租房,无,无,8,10000000,正常还款
0000999993895380,樊仗,420800****07267860,31,男,未婚,本科,国有企业,湖北,租房,无,有,8,10000000,正在偿还
0000999993895391,罗涡,503707****01012867,31,男,未婚,本科,私营企业,重庆,租房,无,有,8,10000000,现在没有贷款
0000999993895404,熊浅,447977****10149920,31,男,未婚,本科,私营企业,广东,租房,无,有,8,10000000,现在没有贷款
0000999993895415,井由,319437****09017979,54,男,已婚,本科,私营企业,上海,租房,无,有,31,10000000,现在没有贷款
0000999993895426,成穆,239400****07063159,35,男,未婚,高中,外资企业,黑龙江,自购房,有,有,17,10000000,现在没有贷款
0000999993895437,任址,325129****01274675,44,男,离异,本科,私营企业,江苏,自购房,有,有,21,10000000,现在没有贷款
0000999993895448,翁假,449294****10276498,66,男,已婚,硕士及以上,其他企业,广东,自购房,有,有,41,10000000,现在没有贷款
0000999993895459,堵敌,342521****03092741,51,男,未婚,本科,个体户,安徽,租房,无,有,28,10810000,正在偿还
0000999993895460,段僭,427572****09162066,25,男,已婚,硕士及以上,外资企业,湖北,租房,无,有,0,10810000,正在偿还
0000999993895471,溥腋,466586****10265525,23,男,未婚,硕士及以上,私营企业,海南,租房,无,有,0,10810000,正在偿还
0000999993895482,龙低,449313****10085647,31,男,未婚,大专,私营企业,广东,租房,无,无,11,10810000,正在偿还
0000999993895493,夏讶,616792****10054448,26,男,已婚,本科,个体户,陕西,租房,无,有,3,10810000,正在偿还
0000999993895506,舒汹,457888****10085261,30,女,未婚,本科,个体户,广西,租房,无,有,7,10810000,还在拖欠
